id,date,user,user_followers,raw_content,rendered_content,likes,retweets,replies,quoteCount,hashtags,lang,media,mentionedUsers
1542283519501537280,2022-06-29 23:06:59+00:00,gahamalian,4116,"Fleeing fighters of the Armed Forces of #Ukraine under fire from #Russian artillery.

#RussianUkrainianWar #UkraineWar https://t.co/12OxOSPH3G","Fleeing fighters of the Armed Forces of #Ukraine under fire from #Russian artillery.

#RussianUkrainianWar #UkraineWar https://t.co/12OxOSPH3G",0,0,1,0,"['Ukraine', 'Russian', 'RussianUkrainianWar', 'UkraineWar']",en,"[Video(thumbnailUrl='https://pbs.twimg.com/ext_tw_video_thumb/1542282813386285056/pu/img/vY80rU071HAEp7Lf.jpg', variants=[VideoVariant(url='https://video.twimg.com/ext_tw_video/1542282813386285056/pu/pl/FTLBokM0VlxD6JIJ.m3u8?tag=12&container=fmp4', contentType='application/x-mpegURL', bitrate=None), VideoVariant(url='https://video.twimg.com/ext_tw_video/1542282813386285056/pu/vid/464x848/YI8A5-RlmAayRCRO.mp4?tag=12', contentType='video/mp4', bitrate=950000), VideoVariant(url='https://video.twimg.com/ext_tw_video/1542282813386285056/pu/vid/320x584/PWvihqTwMIq8HrVM.mp4?tag=12', contentType='video/mp4', bitrate=632000)], duration=58.133, views=329, altText=None)]",
1542283245261393920,2022-06-29 23:05:54+00:00,Labourheartland,4046,"While more public money is going into defence we ask... 
War, who is it good for? And when you see the profits and companies involved one thing is for sure, it's not the people...
Read more...
https://t.co/AT2uiGPKvO

#NATO #Ukrainewar via @Labourheartland","While more public money is going into defence we ask... 
War, who is it good for? And when you see the profits and companies involved one thing is for sure, it's not the people...
Read more...
labourheartlands.com/war-who-is-it-…

#NATO #Ukrainewar via @Labourheartland",2,2,2,0,"['NATO', 'Ukrainewar']",en,,"[User(username='Labourheartland', id=949693814813446146, displayname='Labour Heartlands', rawDescription=None, renderedDescription=None, descriptionLinks=None, verified=None, created=None, followersCount=None, friendsCount=None, statusesCount=None, favouritesCount=None, listedCount=None, mediaCount=None, location=None, protected=None, link=None, profileImageUrl=None, profileBannerUrl=None, label=None)]"
1542279643662786562,2022-06-29 22:51:35+00:00,Flingan67,3623,"💪🇺🇦Izyum direction, broken orc technique #Ukraine #UkraineWar #Ukrainian https://t.co/OtyegIafO0","💪🇺🇦Izyum direction, broken orc technique #Ukraine #UkraineWar #Ukrainian https://t.co/OtyegIafO0",1,0,0,0,"['Ukraine', 'UkraineWar', 'Ukrainian']",en,"[Video(thumbnailUrl='https://pbs.twimg.com/ext_tw_video_thumb/1542279601635921927/pu/img/NUMPNQDQYpSEhn0F.jpg', variants=[VideoVariant(url='https://video.twimg.com/ext_tw_video/1542279601635921927/pu/vid/856x480/H7-_eQSiSsXs8r9T.mp4?tag=12', contentType='video/mp4', bitrate=2176000), VideoVariant(url='https://video.twimg.com/ext_tw_video/1542279601635921927/pu/pl/gE6hZ7G2v0nU2ngh.m3u8?tag=12&container=fmp4', contentType='application/x-mpegURL', bitrate=None), VideoVariant(url='https://video.twimg.com/ext_tw_video/1542279601635921927/pu/vid/642x360/ZAcAe-3SRB90nxDk.mp4?tag=12', contentType='video/mp4', bitrate=832000), VideoVariant(url='https://video.twimg.com/ext_tw_video/1542279601635921927/pu/vid/480x270/tyBL6wwxrlfI4pHO.mp4?tag=12', contentType='video/mp4', bitrate=256000)], duration=59.413, views=199, altText=None)]",
1542274641619730432,2022-06-29 22:31:43+00:00,UkraineNewsLive,15304,"🇺🇦💪The Armed Forces of #Ukraine are holding positions on one of the sectors of the front. They do not allow the #Russian occupiers to realize their plans.
#UkraineRussiaWar 
#UkraineWar
#Ukrainian https://t.co/GIgqfwZR3c","🇺🇦💪The Armed Forces of #Ukraine are holding positions on one of the sectors of the front. They do not allow the #Russian occupiers to realize their plans.
#UkraineRussiaWar 
#UkraineWar
#Ukrainian https://t.co/GIgqfwZR3c",49,11,4,1,"['Ukraine', 'Russian', 'UkraineRussiaWar', 'UkraineWar', 'Ukrainian']",en,"[Video(thumbnailUrl='https://pbs.twimg.com/ext_tw_video_thumb/1542274382755766272/pu/img/3OK0537jG7XD69XM.jpg', variants=[VideoVariant(url='https://video.twimg.com/ext_tw_video/1542274382755766272/pu/vid/480x848/QEOfa79PkcolmQ5z.mp4?tag=12', contentType='video/mp4', bitrate=950000), VideoVariant(url='https://video.twimg.com/ext_tw_video/1542274382755766272/pu/vid/720x1272/iVHTYV5VUOl_k2GW.mp4?tag=12', contentType='video/mp4', bitrate=2176000), VideoVariant(url='https://video.twimg.com/ext_tw_video/1542274382755766272/pu/vid/320x564/fc_VH5qDMUPfk3g_.mp4?tag=12', contentType='video/mp4', bitrate=632000), VideoVariant(url='https://video.twimg.com/ext_tw_video/1542274382755766272/pu/pl/m6oY9EUrQTWU64U0.m3u8?tag=12&container=fmp4', contentType='application/x-mpegURL', bitrate=None)], duration=139.967, views=2390, altText=None)]",
1542272750781403136,2022-06-29 22:24:12+00:00,BlogUkraine,6968,"#127dayofwar

⚡ ""We're going to station additional air defense and other capabilities in #Germany and in #Italy"" - Joe Biden (@POTUS) ⚡

🔗Source: https://t.co/fFWwI1QFeU

#UkraineWar #war #StandWithUkraine #UkraineRussiaWar #Ukraine #PutinWarCriminal #RussiaIsATerroristState https://t.co/auarecd20I","#127dayofwar

⚡ ""We're going to station additional air defense and other capabilities in #Germany and in #Italy"" - Joe Biden (@POTUS) ⚡

🔗Source: whitehouse.gov/briefing-room/…

#UkraineWar #war #StandWithUkraine #UkraineRussiaWar #Ukraine #PutinWarCriminal #RussiaIsATerroristState https://t.co/auarecd20I",9,0,0,0,"['127dayofwar', 'Germany', 'Italy', 'UkraineWar', 'war', 'StandWithUkraine', 'UkraineRussiaWar', 'Ukraine', 'PutinWarCriminal', 'RussiaIsATerroristState']",en,"[Photo(previewUrl='https://pbs.twimg.com/media/FWdA2N-X0AEAmuJ?format=jpg&name=small', fullUrl='https://pbs.twimg.com/media/FWdA2N-X0AEAmuJ?format=jpg&name=large', altText=None)]","[User(username='POTUS', id=1349149096909668363, displayname='President Biden', rawDescription=None, renderedDescription=None, descriptionLinks=None, verified=None, created=None, followersCount=None, friendsCount=None, statusesCount=None, favouritesCount=None, listedCount=None, mediaCount=None, location=None, protected=None, link=None, profileImageUrl=None, profileBannerUrl=None, label=None)]"
1553530743715815424,2022-07-30 23:59:27+00:00,gahamalian,4116,"🇷🇺 The Russian army continues to strike at enemy targets in #Kharkov and the region

#RussianArmy #UkraineWar https://t.co/qFfxMRsvG1","🇷🇺 The Russian army continues to strike at enemy targets in #Kharkov and the region

#RussianArmy #UkraineWar https://t.co/qFfxMRsvG1",1,1,7,1,"['Kharkov', 'RussianArmy', 'UkraineWar']",en,"[Video(thumbnailUrl='https://pbs.twimg.com/ext_tw_video_thumb/1553530698950094848/pu/img/4clrCtFvEZUsd4tU.jpg', variants=[VideoVariant(url='https://video.twimg.com/ext_tw_video/1553530698950094848/pu/vid/720x1280/1ZKU0ni7jHZsDvfv.mp4?tag=12', contentType='video/mp4', bitrate=2176000), VideoVariant(url='https://video.twimg.com/ext_tw_video/1553530698950094848/pu/vid/480x852/l-hxART__R2gkBoN.mp4?tag=12', contentType='video/mp4', bitrate=950000), VideoVariant(url='https://video.twimg.com/ext_tw_video/1553530698950094848/pu/vid/320x568/5fR0QfwrmzAsOnIt.mp4?tag=12', contentType='video/mp4', bitrate=632000), VideoVariant(url='https://video.twimg.com/ext_tw_video/1553530698950094848/pu/pl/K0bFZMDYpn02MIU1.m3u8?tag=12&container=fmp4', contentType='application/x-mpegURL', bitrate=None)], duration=13.861, views=408, altText=None)]",
1553529021803405313,2022-07-30 23:52:36+00:00,SterlingGate,6910,"What’s the deal with the Russia-Ukraine conflict? There’s an interesting debate on that unfolding in our #UndergroundKnowledge global discussion group on #Goodreads right now. Check it out or better still have YOUR say: https://t.co/jInVECdnTs?
 
#UkraineWar #Nato #Russia #Putin https://t.co/4zSpFa2J7Y","What’s the deal with the Russia-Ukraine conflict? There’s an interesting debate on that unfolding in our #UndergroundKnowledge global discussion group on #Goodreads right now. Check it out or better still have YOUR say: goodreads.com/topic/show/222…?
 
#UkraineWar #Nato #Russia #Putin https://t.co/4zSpFa2J7Y",4,5,0,0,"['UndergroundKnowledge', 'Goodreads', 'UkraineWar', 'Nato', 'Russia', 'Putin']",en,"[Photo(previewUrl='https://pbs.twimg.com/media/FY891-BakAA7Qta?format=jpg&name=small', fullUrl='https://pbs.twimg.com/media/FY891-BakAA7Qta?format=jpg&name=large', altText=None)]",
1553527111159365633,2022-07-30 23:45:01+00:00,PeterClifford1,11304,"#Ukraine: Today's headlines from #UkraineWar. A lot of action in the last 48 hours: 1. Yesterday UA military says it killed between 100- 170 Russian soldiers and destroyed 7 tanks in the #Kherson region. #tweet100 
💣💣THREAD🎯🎯","#Ukraine: Today's headlines from #UkraineWar. A lot of action in the last 48 hours: 1. Yesterday UA military says it killed between 100- 170 Russian soldiers and destroyed 7 tanks in the #Kherson region. #tweet100 
💣💣THREAD🎯🎯",7,6,1,0,"['Ukraine', 'UkraineWar', 'Kherson', 'tweet100']",en,,
1553526022024204288,2022-07-30 23:40:41+00:00,lal_shiban,2058,"@semper_vincit @ivanajpavlovic What #Zelensky doesn't understand:
Some defeats are more important than victories!

#WorrsMatter 
#UkraineWar 
#UkraineLetMenOut 
@CChristineFair","@semper_vincit @ivanajpavlovic What #Zelensky doesn't understand:
Some defeats are more important than victories!

#WorrsMatter 
#UkraineWar 
#UkraineLetMenOut 
@CChristineFair",1,0,1,0,"['Zelensky', 'WorrsMatter', 'UkraineWar', 'UkraineLetMenOut']",en,,"[User(username='semper_vincit', id=1083863546864103424, displayname='Veritas Semper Vincit', rawDescription=None, renderedDescription=None, descriptionLinks=None, verified=None, created=None, followersCount=None, friendsCount=None, statusesCount=None, favouritesCount=None, listedCount=None, mediaCount=None, location=None, protected=None, link=None, profileImageUrl=None, profileBannerUrl=None, label=None), User(username='ivanajpavlovic', id=343669088, displayname='Ivana Pavlovic', rawDescription=None, renderedDescription=None, descriptionLinks=None, verified=None, created=None, followersCount=None, friendsCount=None, statusesCount=None, favouritesCount=None, listedCount=None, mediaCount=None, location=None, protected=None, link=None, profileImageUrl=None, profileBannerUrl=None, label=None), User(username='CChristineFair', id=195575801, displayname='(((Christine Fair)))', rawDescription=None, renderedDescription=None, descriptionLinks=None, verified=None, created=None, followersCount=None, friendsCount=None, statusesCount=None, favouritesCount=None, listedCount=None, mediaCount=None, location=None, protected=None, link=None, profileImageUrl=None, profileBannerUrl=None, label=None)]"
1553521332125581314,2022-07-30 23:22:03+00:00,OneVenusThrow,3259,"#DAY157 
The U.S. ambassador to the #UnitedNations said Friday there should no longer be any doubt that #Russia intends to dismantle #Ukraine “and dissolve it from the world map entirely.”
https://t.co/b6lO66C0PI
#Donetsk #Luhansk #Kherson #Zaporizhzhia #Donbas #UkraineWar #Putin","#DAY157 
The U.S. ambassador to the #UnitedNations said Friday there should no longer be any doubt that #Russia intends to dismantle #Ukraine “and dissolve it from the world map entirely.”
apnews.com/article/russia…
#Donetsk #Luhansk #Kherson #Zaporizhzhia #Donbas #UkraineWar #Putin",2,1,1,0,"['DAY157', 'UnitedNations', 'Russia', 'Ukraine', 'Donetsk', 'Luhansk', 'Kherson', 'Zaporizhzhia', 'Donbas', 'UkraineWar', 'Putin']",en,,
1553520480828760065,2022-07-30 23:18:40+00:00,OneVenusThrow,3259,"#DAY157 
#Zelensky Calls For Evacuation Of #Ukraine's #Donetsk Region
""The decision to leave should be taken at some point. The more people who leave Donetsk region now, the fewer people the #RussianArmy will kill,"" he said.
https://t.co/iF9GuoGcNH
#UkraineWar #UkraineRussiaWar","#DAY157 
#Zelensky Calls For Evacuation Of #Ukraine's #Donetsk Region
""The decision to leave should be taken at some point. The more people who leave Donetsk region now, the fewer people the #RussianArmy will kill,"" he said.
ndtv.com/world-news/vol…
#UkraineWar #UkraineRussiaWar",3,4,0,0,"['DAY157', 'Zelensky', 'Ukraine', 'Donetsk', 'RussianArmy', 'UkraineWar', 'UkraineRussiaWar']",en,,
1553515339006193664,2022-07-30 22:58:14+00:00,gahamalian,4116,"We demand that a new government be formed in September that would block the supply of weapons so that other countries also  followed the same strategy and finally sat down at the negotiating table,” said the representative of the Committee

#UkraineWar #Italy","We demand that a new government be formed in September that would block the supply of weapons so that other countries also  followed the same strategy and finally sat down at the negotiating table,” said the representative of the Committee

#UkraineWar #Italy",2,1,0,0,"['UkraineWar', 'Italy']",en,,
1553514631385124866,2022-07-30 22:55:25+00:00,gahamalian,4116,"🇮🇹 The #Italians call on the authorities to stop the supply of weapons to #Ukraine - an action was held in Milan under the slogan ""Stop arming Kyiv""

Activists took to the streets of Milan demanding to stop the supply of weapons to Ukraine.  

#UkraineWar https://t.co/zDf31MTIts","🇮🇹 The #Italians call on the authorities to stop the supply of weapons to #Ukraine - an action was held in Milan under the slogan ""Stop arming Kyiv""

Activists took to the streets of Milan demanding to stop the supply of weapons to Ukraine.  

#UkraineWar https://t.co/zDf31MTIts",4,2,4,0,"['Italians', 'Ukraine', 'UkraineWar']",en,"[Video(thumbnailUrl='https://pbs.twimg.com/ext_tw_video_thumb/1553514528016457728/pu/img/Mfl56UHmn_FbPNaN.jpg', variants=[VideoVariant(url='https://video.twimg.com/ext_tw_video/1553514528016457728/pu/pl/y42IrbH6PMKXlGIE.m3u8?tag=12&container=fmp4', contentType='application/x-mpegURL', bitrate=None), VideoVariant(url='https://video.twimg.com/ext_tw_video/1553514528016457728/pu/vid/480x270/Wfm8CFSghIgV82r9.mp4?tag=12', contentType='video/mp4', bitrate=256000), VideoVariant(url='https://video.twimg.com/ext_tw_video/1553514528016457728/pu/vid/1280x720/NEKJUVtI7qIvkgd2.mp4?tag=12', contentType='video/mp4', bitrate=2176000), VideoVariant(url='https://video.twimg.com/ext_tw_video/1553514528016457728/pu/vid/640x360/xceimGWbvsSCyC37.mp4?tag=12', contentType='video/mp4', bitrate=832000)], duration=98.195, views=470, altText=None)]",
1553510701867487232,2022-07-30 22:39:48+00:00,gahamalian,4116,"Along the way, he reports that out of the personnel of the company of 80 people, 40 survived, of which 20 were combat-ready.

#RussianArmy #UkraineWar","Along the way, he reports that out of the personnel of the company of 80 people, 40 survived, of which 20 were combat-ready.

#RussianArmy #UkraineWar",0,0,0,0,"['RussianArmy', 'UkraineWar']",en,,
1553510007127154688,2022-07-30 22:37:03+00:00,gahamalian,4116,"The company commander of the 127th brigade of the Armed Forces of #Ukraine complains that #Ukrainian society is tired of the war and ignores the needs of the front.

 #RussianArmy #UkraineWar https://t.co/UCKOOLR0Xi","The company commander of the 127th brigade of the Armed Forces of #Ukraine complains that #Ukrainian society is tired of the war and ignores the needs of the front.

 #RussianArmy #UkraineWar https://t.co/UCKOOLR0Xi",0,2,1,0,"['Ukraine', 'Ukrainian', 'RussianArmy', 'UkraineWar']",en,"[Video(thumbnailUrl='https://pbs.twimg.com/ext_tw_video_thumb/1553509963695173632/pu/img/420J3nMH1xY91fNj.jpg', variants=[VideoVariant(url='https://video.twimg.com/ext_tw_video/1553509963695173632/pu/vid/320x608/vqIV1J8dwjm3bnKN.mp4?tag=12', contentType='video/mp4', bitrate=632000), VideoVariant(url='https://video.twimg.com/ext_tw_video/1553509963695173632/pu/vid/336x640/DhohQ0uQL1eB76Ap.mp4?tag=12', contentType='video/mp4', bitrate=950000), VideoVariant(url='https://video.twimg.com/ext_tw_video/1553509963695173632/pu/pl/Wh7DOOSlEn3pRYsb.m3u8?tag=12&container=fmp4', contentType='application/x-mpegURL', bitrate=None)], duration=140.01, views=384, altText=None)]",
1544948252801257472,2022-07-07 07:35:41+00:00,PhoenixTV_News,31082,"Medical facilities in #Ukraine are expected to need more than $35.8 billion USD in repairs.

According to Ukrainian Health Minister @ViktorLiashko over 800 medical institutions have been damaged by shelling, and more than 120 have been completely destroyed.

#UkraineRussiaWar️ https://t.co/wunb6hRPze","Medical facilities in #Ukraine are expected to need more than $35.8 billion USD in repairs.

According to Ukrainian Health Minister @ViktorLiashko over 800 medical institutions have been damaged by shelling, and more than 120 have been completely destroyed.

#UkraineRussiaWar️ https://t.co/wunb6hRPze",0,0,0,0,"['Ukraine', 'UkraineRussiaWar️']",en,"[Video(thumbnailUrl='https://pbs.twimg.com/ext_tw_video_thumb/1544938895585845248/pu/img/tAfp9rPdoA8wPOIw.jpg', variants=[VideoVariant(url='https://video.twimg.com/ext_tw_video/1544938895585845248/pu/vid/480x270/Kdz6WjX44QjdvW7i.mp4?tag=12', contentType='video/mp4', bitrate=256000), VideoVariant(url='https://video.twimg.com/ext_tw_video/1544938895585845248/pu/vid/640x360/kdOYX0KCmiTrYr-f.mp4?tag=12', contentType='video/mp4', bitrate=832000), VideoVariant(url='https://video.twimg.com/ext_tw_video/1544938895585845248/pu/vid/1280x720/nY3IQ1-xbRUrc-Gm.mp4?tag=12', contentType='video/mp4', bitrate=2176000), VideoVariant(url='https://video.twimg.com/ext_tw_video/1544938895585845248/pu/pl/yLvv4_lBbZr5uA0t.m3u8?tag=12&container=fmp4', contentType='application/x-mpegURL', bitrate=None)], duration=123.743, views=60, altText=None)]","[User(username='ViktorLiashko', id=3165124815, displayname='Viktor Liashko', rawDescription=None, renderedDescription=None, descriptionLinks=None, verified=None, created=None, followersCount=None, friendsCount=None, statusesCount=None, favouritesCount=None, listedCount=None, mediaCount=None, location=None, protected=None, link=None, profileImageUrl=None, profileBannerUrl=None, label=None)]"
1564757113582325764,2022-08-30 23:29:02+00:00,techjunkiejh,27967,Who is #VladimirPutin ? | Start Here https://t.co/6uOWVASPxl  #UkraineWar #MoviesTvTj (video) #TechJunkieInvest https://t.co/CaRuGlEEz3,Who is #VladimirPutin ? | Start Here bit.ly/3xB9Xtp  #UkraineWar #MoviesTvTj (video) #TechJunkieInvest https://t.co/CaRuGlEEz3,0,0,0,0,"['VladimirPutin', 'UkraineWar', 'MoviesTvTj', 'TechJunkieInvest']",en,"[Photo(previewUrl='https://pbs.twimg.com/media/FbciTT3WQAUA9ZP?format=jpg&name=small', fullUrl='https://pbs.twimg.com/media/FbciTT3WQAUA9ZP?format=jpg&name=large', altText=None)]",
1564755305233141761,2022-08-30 23:21:51+00:00,BilyanaLilly,4489,#Ukraine is hacking the war - a frontline shadow economy fuels the fight via @NYTimes #Ukrainewar  https://t.co/R3cBszzz9b,#Ukraine is hacking the war - a frontline shadow economy fuels the fight via @NYTimes #Ukrainewar  nytimes.com/2022/08/30/wor…,4,1,2,0,"['Ukraine', 'Ukrainewar']",en,,"[User(username='nytimes', id=807095, displayname='The New York Times', rawDescription=None, renderedDescription=None, descriptionLinks=None, verified=None, created=None, followersCount=None, friendsCount=None, statusesCount=None, favouritesCount=None, listedCount=None, mediaCount=None, location=None, protected=None, link=None, profileImageUrl=None, profileBannerUrl=None, label=None)]"
1564754546831904773,2022-08-30 23:18:50+00:00,RomeoCharlie29,3330,"No trade with Russia, otherwise you would be sanctioned. Khan's neutral stance on #UkraineWar. Rest is the history you-all know. But wait What!!","No trade with Russia, otherwise you would be sanctioned. Khan's neutral stance on #UkraineWar. Rest is the history you-all know. But wait What!!",14,7,1,2,['UkraineWar'],en,,
1564747327839010817,2022-08-30 22:50:09+00:00,BlogUkraine,6968,"#189dayofwar

⚡Preparations for the sham referenda are being led by the first deputy head of Russia's presidential administration, Sergey Kiriyenko - Vedant Patel, US State Department principal deputy spokesperson⚡

#UkraineWar #StandWithUkraine #UkraineRussiaWar #Ukraine","#189dayofwar

⚡Preparations for the sham referenda are being led by the first deputy head of Russia's presidential administration, Sergey Kiriyenko - Vedant Patel, US State Department principal deputy spokesperson⚡

#UkraineWar #StandWithUkraine #UkraineRussiaWar #Ukraine",15,4,1,0,"['189dayofwar', 'UkraineWar', 'StandWithUkraine', 'UkraineRussiaWar', 'Ukraine']",en,,
1564746262649470976,2022-08-30 22:45:55+00:00,intermarium24,9072,"Kharkiv center now. There are victims.

#Ukraine #UkraineWar #UkraineWillWin #UkraineUnderAttack #Kharkiv #Kharkov https://t.co/CZITuGJafr","Kharkiv center now. There are victims.

#Ukraine #UkraineWar #UkraineWillWin #UkraineUnderAttack #Kharkiv #Kharkov https://t.co/CZITuGJafr",1,2,0,1,"['Ukraine', 'UkraineWar', 'UkraineWillWin', 'UkraineUnderAttack', 'Kharkiv', 'Kharkov']",en,"[Video(thumbnailUrl='https://pbs.twimg.com/ext_tw_video_thumb/1564746140217745408/pu/img/cI4gB5zs7S_vnnQj.jpg', variants=[VideoVariant(url='https://video.twimg.com/ext_tw_video/1564746140217745408/pu/vid/480x590/rx60rEXuLXWTVxeD.mp4?tag=12', contentType='video/mp4', bitrate=950000), VideoVariant(url='https://video.twimg.com/ext_tw_video/1564746140217745408/pu/vid/720x886/SrBlKVXgDoKnVpic.mp4?tag=12', contentType='video/mp4', bitrate=2176000), VideoVariant(url='https://video.twimg.com/ext_tw_video/1564746140217745408/pu/vid/320x392/4dkE81HnoaoMR-tZ.mp4?tag=12', contentType='video/mp4', bitrate=632000), VideoVariant(url='https://video.twimg.com/ext_tw_video/1564746140217745408/pu/pl/Rt3tBsXbjpj_One4.m3u8?tag=12&container=fmp4', contentType='application/x-mpegURL', bitrate=None)], duration=16.912, views=540, altText=None)]",
1564742966673084417,2022-08-30 22:32:49+00:00,flansburgd,6959,"Airborne Troops assault groups have liberated Blagodatnoye in Nikolaev Region from the Ukrainian Armed Forces.
#Ukraine #UkraineWar #Russia #Russians #Putin #Zelensky 

https://t.co/7kLnyGtlBM","Airborne Troops assault groups have liberated Blagodatnoye in Nikolaev Region from the Ukrainian Armed Forces.
#Ukraine #UkraineWar #Russia #Russians #Putin #Zelensky 

blondiepieradio.com/airborne-troop…",2,0,0,0,"['Ukraine', 'UkraineWar', 'Russia', 'Russians', 'Putin', 'Zelensky']",en,,
1564742766390906882,2022-08-30 22:32:01+00:00,RobertHM75,2590,"In the name of all that is good, WHEN will @Europarl_EN @EUCouncil @FCDOGovUK @trussliz @Keir_Starmer  @UKLabour legislate to STOP the 6000 from swanning round Europe when @navalny rots in his prison cell! #Navalny #AlexeyNavalny @RussianEmbassy #Russia #Ukraine #UkraineWar","In the name of all that is good, WHEN will @Europarl_EN @EUCouncil @FCDOGovUK @trussliz @Keir_Starmer  @UKLabour legislate to STOP the 6000 from swanning round Europe when @navalny rots in his prison cell! #Navalny #AlexeyNavalny @RussianEmbassy #Russia #Ukraine #UkraineWar",2,1,0,0,"['Navalny', 'AlexeyNavalny', 'Russia', 'Ukraine', 'UkraineWar']",en,,"[User(username='Europarl_EN', id=36329597, displayname='European Parliament', rawDescription=None, renderedDescription=None, descriptionLinks=None, verified=None, created=None, followersCount=None, friendsCount=None, statusesCount=None, favouritesCount=None, listedCount=None, mediaCount=None, location=None, protected=None, link=None, profileImageUrl=None, profileBannerUrl=None, label=None), User(username='EUCouncil', id=206717989, displayname='EU Council', rawDescription=None, renderedDescription=None, descriptionLinks=None, verified=None, created=None, followersCount=None, friendsCount=None, statusesCount=None, favouritesCount=None, listedCount=None, mediaCount=None, location=None, protected=None, link=None, profileImageUrl=None, profileBannerUrl=None, label=None), User(username='FCDOGovUK', id=14353202, displayname='Foreign, Commonwealth & Development Office', rawDescription=None, renderedDescription=None, descriptionLinks=None, verified=None, created=None, followersCount=None, friendsCount=None, statusesCount=None, favouritesCount=None, listedCount=None, mediaCount=None, location=None, protected=None, link=None, profileImageUrl=None, profileBannerUrl=None, label=None), User(username='trussliz', id=65357102, displayname='Liz Truss', rawDescription=None, renderedDescription=None, descriptionLinks=None, verified=None, created=None, followersCount=None, friendsCount=None, statusesCount=None, favouritesCount=None, listedCount=None, mediaCount=None, location=None, protected=None, link=None, profileImageUrl=None, profileBannerUrl=None, label=None), User(username='Keir_Starmer', id=2425571623, displayname='Keir Starmer', rawDescription=None, renderedDescription=None, descriptionLinks=None, verified=None, created=None, followersCount=None, friendsCount=None, statusesCount=None, favouritesCount=None, listedCount=None, mediaCount=None, location=None, protected=None, link=None, profileImageUrl=None, profileBannerUrl=None, label=None), User(username='UKLabour', id=14291684, displayname='The Labour Party', rawDescription=None, renderedDescription=None, descriptionLinks=None, verified=None, created=None, followersCount=None, friendsCount=None, statusesCount=None, favouritesCount=None, listedCount=None, mediaCount=None, location=None, protected=None, link=None, profileImageUrl=None, profileBannerUrl=None, label=None), User(username='navalny', id=82299300, displayname='Alexey Navalny', rawDescription=None, renderedDescription=None, descriptionLinks=None, verified=None, created=None, followersCount=None, friendsCount=None, statusesCount=None, favouritesCount=None, listedCount=None, mediaCount=None, location=None, protected=None, link=None, profileImageUrl=None, profileBannerUrl=None, label=None), User(username='RussianEmbassy', id=114718372, displayname='Russian Embassy, UK', rawDescription=None, renderedDescription=None, descriptionLinks=None, verified=None, created=None, followersCount=None, friendsCount=None, statusesCount=None, favouritesCount=None, listedCount=None, mediaCount=None, location=None, protected=None, link=None, profileImageUrl=None, profileBannerUrl=None, label=None)]"
1564741511920713730,2022-08-30 22:27:02+00:00,techjunkiejh,27967,"#Ukraine's counteroffensive: Will #Russia lose Kherson and Zaporizhzhia? | News Desk https://t.co/nTqRv9Fuul #UkraineWar #MoviesTvTj (video, live) https://t.co/mQow9998G4","#Ukraine's counteroffensive: Will #Russia lose Kherson and Zaporizhzhia? | News Desk bit.ly/3Q1QGsu #UkraineWar #MoviesTvTj (video, live) https://t.co/mQow9998G4",1,0,0,0,"['Ukraine', 'Russia', 'UkraineWar', 'MoviesTvTj']",en,"[Photo(previewUrl='https://pbs.twimg.com/media/FbcUHJbWYAEH4YR?format=jpg&name=small', fullUrl='https://pbs.twimg.com/media/FbcUHJbWYAEH4YR?format=jpg&name=large', altText=None)]",
1564741510477791232,2022-08-30 22:27:02+00:00,techjunkiejh,27967,Inside the secret training bases for foreign soldiers fighting for Ukraine - BBC News https://t.co/1YCa9BbVuI  #UkraineWar #MoviesTvTj (video) #TechJunkieInvest https://t.co/3pM0C7hecA,Inside the secret training bases for foreign soldiers fighting for Ukraine - BBC News bit.ly/3OpVojQ  #UkraineWar #MoviesTvTj (video) #TechJunkieInvest https://t.co/3pM0C7hecA,0,0,0,0,"['UkraineWar', 'MoviesTvTj', 'TechJunkieInvest']",en,"[Photo(previewUrl='https://pbs.twimg.com/media/FbcUHFNXkAATCd3?format=jpg&name=small', fullUrl='https://pbs.twimg.com/media/FbcUHFNXkAATCd3?format=jpg&name=large', altText=None)]",
1564739608319037441,2022-08-30 22:19:28+00:00,SurvivalMindse1,2673,"Volunteer Sniper Embodies Ukraine's Versatile Military &lt; RESPECT &amp; HONOR &gt;  https://t.co/svA2JiE9Ql
#Ukraine #UkraineWar https://t.co/Xh9hNBNZpS","Volunteer Sniper Embodies Ukraine's Versatile Military &lt; RESPECT &amp; HONOR &gt;  bitly.ws/tPek
#Ukraine #UkraineWar https://t.co/Xh9hNBNZpS",0,0,0,0,"['Ukraine', 'UkraineWar']",en,"[Photo(previewUrl='https://pbs.twimg.com/media/FbcSD7SX0AEcE_B?format=jpg&name=small', fullUrl='https://pbs.twimg.com/media/FbcSD7SX0AEcE_B?format=jpg&name=large', altText=None)]",
